video_id,date,views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,category,device,country,ad_revenue_usd
vid_483,2024-09-23 10:50:40.993199,9824,1867.0,375.0,44456.69716624174,13.563706791869064,992745,Tech,Mobile,DE,299.31362991759266
vid_4688,2025-01-27 10:50:40.993199,10030,581.0,440.0,46239.38701479282,13.347602583221944,942715,Entertainment,Desktop,AU,287.80576862918764
vid_1138,2025-05-10 10:50:40.993199,9989,1433.0,60.0,46945.809709962974,12.673357132263169,461686,Tech,TV,UK,299.03502779771367
vid_15,2025-02-19 10:50:40.993199,9953,1610.0,93.0,40652.82159883972,8.710247991858019,917806,Entertainment,TV,DE,272.788280651165
vid_3004,2025-05-09 10:50:40.993199,10038,1493.0,206.0,42400.599477775286,19.970101222274835,752721,Music,Mobile,UK,281.40237581898754
vid_402,2024-09-07 10:50:40.993199,10018,574.0,348.0,32087.72674781137,2.2623507488716497,98132,Entertainment,Tablet,CA,219.32318878709177
vid_4893,2024-07-25 10:50:40.993199,10125,577.0,120.0,26845.94685229686,14.00037572846642,242387,Lifestyle,TV,UK,191.3009882354535
vid_4255,2025-05-18 10:50:40.993199,10164,645.0,127.0,41332.05859844891,14.823877462599793,43624,Tech,TV,UK,261.08853566582707
vid_1586,2024-06-27 10:50:40.993199,9974,323.0,76.0,44965.313613178434,9.109687617162583,277491,Music,Desktop,UK,270.81678898430243
vid_3475,2025-01-25 10:50:40.993199,9971,1423.0,178.0,21954.123836705086,28.342046864135057,670514,Lifestyle,Desktop,AU,182.97328003739145
vid_4108,2024-11-08 10:50:40.993199,10056,572.0,500.0,24110.6806122894,25.429327468293724,388198,Music,Mobile,US,184.49121794522307
vid_51,2024-09-27 10:50:40.993199,9934,535.0,181.0,28979.54304490144,27.559339293369128,753787,Entertainment,TV,US,200.6912782356909
vid_1279,2025-02-18 10:50:40.993199,9765,1575.0,209.0,33700.64762379407,19.09424573604522,850295,Education,Tablet,UK,240.4246300439985
vid_2653,2024-08-17 10:50:40.993199,10113,1421.0,328.0,46405.27059875347,28.277130226450385,832343,Music,Mobile,DE,301.53268779408035
vid_4814,2024-12-23 10:50:40.993199,9925,432.0,482.0,40672.00283666678,7.314442079778848,902664,Tech,Mobile,CA,259.171999318315
vid_3758,2024-07-03 10:50:40.993199,10136,1672.0,157.0,50261.7760276812,7.08739565076908,990939,Education,Tablet,IN,321.2091474588501
vid_1303,2024-11-18 10:50:40.993199,10133,239.0,403.0,16545.982091389902,20.84004262353133,931905,Entertainment,Tablet,CA,141.837815643635
vid_3457,2024-08-06 10:50:40.993199,10015,1396.0,102.0,44264.02649464367,28.06227324237005,573948,Tech,TV,US,286.6130721253506
vid_989,2025-04-09 10:50:40.993199,9846,1177.0,328.0,57178.31128240273,25.46355942635674,157082,Lifestyle,Desktop,IN,346.73768357311843
vid_3457,2025-01-17 10:50:40.993199,9932,801.0,459.0,28395.09128910789,13.61192059950158,477093,Education,Desktop,UK,207.27535844085935
vid_4328,2024-07-08 10:50:40.993199,9845,495.0,463.0,27226.108857544943,9.998005057364246,161613,Tech,TV,UK,196.1202644733219
vid_2566,2024-10-03 10:50:40.993199,9765,1541.0,256.0,37157.72503981097,9.687146103767224,737492,Entertainment,TV,AU,256.94658044742647
vid_3604,2024-10-26 10:50:40.993199,9868,1153.0,,38631.62491590917,29.44671557706697,382451,Lifestyle,Tablet,CA,257.9695600211064
vid_4959,2025-05-12 10:50:40.993199,10045,1879.0,190.0,15133.684525456662,18.48609322434297,628039,Education,Mobile,US,159.24732551317155
vid_679,2024-06-18 10:50:40.993199,10039,1700.0,301.0,44600.77583487544,21.30337160008796,76521,Gaming,Desktop,US,296.9709765402393
vid_1830,2025-05-04 10:50:40.993199,9977,1393.0,182.0,56485.783484141706,2.284984250195347,885788,Entertainment,Desktop,IN,345.35841270648035
vid_3404,2025-01-22 10:50:40.993199,9988,,260.0,45542.79227465646,25.8965594869944,808885,Gaming,TV,DE,287.0527877323489
vid_3197,2024-07-28 10:50:40.993199,10119,1064.0,156.0,46807.27861069835,7.893796434717682,454676,Lifestyle,TV,AU,294.3671219055755
vid_3573,2024-12-27 10:50:40.993199,9980,1831.0,349.0,33602.60013975004,3.708163179425658,172643,Gaming,Desktop,CA,247.8888076907999
vid_2673,2025-04-08 10:50:40.993199,9833,910.0,76.0,49001.73831228307,25.64838644755688,698434,Entertainment,Desktop,DE,299.20096762297777
vid_4006,2024-06-28 10:50:40.993199,10023,1717.0,,45437.6738245014,19.45307059962589,215226,Education,TV,UK,303.99566850542334
vid_4761,2024-07-22 10:50:40.993199,10018,354.0,196.0,36448.66337809792,6.486951046305765,571940,Education,Desktop,IN,233.4892850728729
vid_3353,2024-06-11 10:50:40.993199,9915,1580.0,50.0,18786.56505517914,23.628661066899312,842647,Gaming,Mobile,IN,168.2463623527429
vid_4064,2024-10-21 10:50:40.993199,9957,1345.0,292.0,43992.63473964442,12.0925361926945,932392,Lifestyle,Tablet,IN,287.42042518627414
vid_4614,2024-11-19 10:50:40.993199,10088,591.0,97.0,48222.790242206735,15.665738352922704,492152,Music,Tablet,AU,291.7354083936024
vid_3789,2024-07-07 10:50:40.993199,9971,440.0,410.0,36009.28480335561,21.6973668168822,74751,Gaming,Mobile,DE,236.3291363207564
vid_622,2024-11-27 10:50:40.993199,10134,1874.0,281.0,47468.66425462898,2.3189766217859,338255,Gaming,Desktop,UK,313.63357840979194
vid_4809,2024-10-20 10:50:40.993199,9932,915.0,172.0,16490.74985148805,27.27585414456499,868347,Gaming,Desktop,CA,148.17850404912173
vid_3968,2025-02-17 10:50:40.993199,10069,381.0,180.0,46514.85607125886,16.88830883855823,858806,Education,Tablet,CA,281.401500598326
vid_1393,2025-02-15 10:50:40.993199,9999,1902.0,,48377.18606198943,20.07839476013041,578353,Gaming,TV,AU,318.15873820317915
vid_1445,2025-01-05 10:50:40.993199,9841,1401.0,299.0,48641.66752350214,18.75187729366628,663512,Entertainment,TV,AU,309.8168537227396
vid_162,2024-06-26 10:50:40.993199,10063,1023.0,492.0,,22.760355117984368,858581,Lifestyle,Mobile,UK,291.15196226212043
vid_2048,2024-07-27 10:50:40.993199,9971,1195.0,254.0,18337.480621852304,15.61507470708106,53680,Tech,Desktop,CA,163.31000901361926
vid_1467,2025-02-28 10:50:40.993199,10052,472.0,138.0,22530.58555811055,9.386706960525906,239885,Lifestyle,Mobile,IN,169.08040510485085
vid_916,2024-12-28 10:50:40.993199,9981,239.0,283.0,53210.69903120264,21.657394220167664,669220,Education,TV,IN,311.8404698095729
vid_4460,2025-05-14 10:50:40.993199,10126,1440.0,403.0,27957.867205763927,8.568339618224275,206712,Entertainment,Desktop,UK,216.2450925336645
vid_3656,2024-06-22 10:50:40.993199,9979,1349.0,288.0,,26.774497607940013,638285,Music,TV,AU,275.89896020571246
vid_4691,2024-10-15 10:50:40.993199,10112,,155.0,18741.334217194028,14.393985383295616,915643,Education,Mobile,AU,172.0673540308679
vid_3146,2025-05-17 10:50:40.993199,9872,967.0,,39848.24769782557,27.93264275672483,954208,Entertainment,Desktop,AU,261.5777940702503
vid_3645,2024-09-11 10:50:40.993199,9969,1622.0,,42371.51382278924,18.615820359178866,443582,Lifestyle,TV,IN,283.8619579360324
vid_433,2025-01-30 10:50:40.993199,10088,1908.0,437.0,16097.613451157693,24.94812088400153,486952,Lifestyle,Mobile,UK,168.7595589583484
vid_81,2024-08-11 10:50:40.993199,10070,1905.0,423.0,33542.08722481967,20.29033174733384,950988,Lifestyle,Mobile,IN,250.61618090601988
vid_1485,2024-11-24 10:50:40.993199,9922,1667.0,414.0,35812.48896664362,8.71615344644123,433150,Tech,TV,DE,256.3036567397822
vid_4561,2024-12-22 10:50:40.993199,10093,1751.0,132.0,29510.234752023916,27.618060671981475,164426,Music,Desktop,IN,224.0793358395078
vid_4653,2024-12-19 10:50:40.993199,9968,1768.0,326.0,15778.124366686146,29.950059528254823,804945,Education,Tablet,US,162.3140436818801
vid_1035,2024-11-10 10:50:40.993199,9955,550.0,445.0,33395.22996489832,26.72366816719227,569322,Lifestyle,Tablet,IN,226.41388131126132
vid_1988,2024-12-23 10:50:40.993199,10153,1410.0,158.0,41752.2509572308,8.939871281662592,418810,Entertainment,Desktop,CA,276.6933656343391
vid_3015,2025-06-06 10:50:40.993199,10105,2010.0,385.0,39514.0125013983,12.437711976249762,192639,Gaming,Mobile,AU,280.104952055615
vid_620,2025-06-04 10:50:40.993199,10187,1933.0,501.0,45656.76754237453,8.921513006296646,964560,Tech,Tablet,CA,310.16274883269256
vid_2221,2024-10-16 10:50:40.993199,9964,1095.0,457.0,21235.3441201905,11.958411459090025,842101,Music,Tablet,AU,178.70591440489238
vid_1515,2024-07-11 10:50:40.993199,9999,596.0,206.0,16562.54857106565,12.250230066943882,312325,Education,TV,US,143.96770260404168
vid_1483,2025-03-13 10:50:40.993199,10104,1343.0,363.0,25178.25292687948,25.806145010257943,714776,Gaming,Desktop,AU,200.6712059308096
vid_3354,2025-05-02 10:50:40.993199,10054,727.0,132.0,59289.22167099845,15.822029338118512,851407,Entertainment,Tablet,IN,346.6703780852024
vid_729,2024-11-25 10:50:40.993199,10031,1493.0,74.0,18200.175729277435,21.923461430494637,442053,Music,Tablet,UK,165.00341135075877
vid_2604,2025-02-11 10:50:40.993199,10065,885.0,438.0,17074.430879293785,14.967645109467195,650586,Lifestyle,Tablet,UK,155.67948649359226
vid_3035,2024-08-10 10:50:40.993199,10034,1256.0,451.0,46374.178790253136,14.135502015700954,960259,Tech,Mobile,DE,300.25261450809387
vid_1858,2024-08-12 10:50:40.993199,9890,401.0,122.0,33057.1722762066,16.791149604785975,257851,Gaming,TV,UK,216.36899044776453
vid_1199,2025-05-10 10:50:40.993199,9978,646.0,465.0,45486.40174227771,22.34780516132858,472299,Lifestyle,Tablet,IN,285.5317139647767
vid_3092,2024-11-22 10:50:40.993199,10200,411.0,67.0,17166.02517484107,10.103736769681792,395638,Entertainment,Tablet,IN,142.2914014402661
vid_2721,2024-10-27 10:50:40.993199,9964,234.0,332.0,46812.566068847154,27.37474849541268,340006,Lifestyle,TV,CA,282.3439104975139
vid_1557,2025-03-30 10:50:40.993199,10113,,316.0,48730.81309630565,27.61760693789018,592737,Gaming,Desktop,IN,308.73251072044445
vid_3365,2025-01-30 10:50:40.993199,10044,832.0,369.0,41049.18984894413,15.669110696367996,508243,Education,TV,AU,266.5030678235146
vid_4470,2025-05-12 10:50:40.993199,9928,745.0,62.0,30513.71772049005,9.059759154489006,885820,Tech,Mobile,IN,209.4569861822858
vid_1366,2024-09-15 10:50:40.993199,9893,1045.0,305.0,42752.30496549883,20.822547534984853,358769,Education,Desktop,UK,276.30661095053773
vid_2687,2025-04-12 10:50:40.993199,9893,341.0,173.0,33017.83651817722,19.42620574014382,87266,Music,TV,US,216.04448562152496
vid_3604,2025-02-26 10:50:40.993199,9967,1572.0,364.0,57286.5558066274,23.80521429833088,19700,Education,TV,AU,355.2862126387997
vid_2976,2024-10-17 10:50:40.993199,9912,429.0,441.0,19759.905103390767,5.196356218906274,605796,Gaming,TV,DE,159.75718981725748
vid_1032,2025-01-02 10:50:40.993199,9877,1786.0,369.0,36973.216823465176,13.269967459306743,561217,Tech,Tablet,CA,262.8133460179497
vid_1319,2025-05-20 10:50:40.993199,9852,1819.0,317.0,30979.36479319486,12.314348766096558,498325,Lifestyle,Desktop,IN,234.09829724603028
vid_1124,2024-09-09 10:50:40.993199,9984,1834.0,453.0,42774.87339033932,2.431044730663608,279802,Gaming,Mobile,CA,292.9917054575806
vid_2757,2025-03-10 10:50:40.993199,10136,1470.0,468.0,,23.101092451542257,354456,Tech,Tablet,IN,216.55973845011556
vid_4314,2024-11-06 10:50:40.993199,10101,1360.0,217.0,55445.52821171676,24.408069899292823,261127,Tech,TV,AU,341.1345555492172
vid_3519,2025-01-31 10:50:40.993199,9937,218.0,77.0,33578.94538383965,8.172152818495547,387646,Education,Mobile,AU,215.15508052997092
vid_4765,2025-05-21 10:50:40.993199,9999,402.0,270.0,35423.923170269496,22.85414127181828,285573,Entertainment,Desktop,US,230.65597031318904
vid_4320,2025-05-04 10:50:40.993199,9821,1213.0,330.0,37442.30565129847,4.463622777576921,84549,Tech,Mobile,DE,254.21444042138063
vid_3829,2024-11-13 10:50:40.993199,10170,595.0,349.0,23696.951093950094,18.860191752739304,883279,Education,Desktop,DE,180.93467908134087
vid_1673,2024-09-09 10:50:40.993199,10077,1590.0,56.0,15928.351125065194,11.055564551678724,374291,Lifestyle,TV,IN,155.89029210761464
vid_4341,2025-06-05 10:50:40.993199,10023,1762.0,249.0,43207.72976688833,9.444628672933234,995374,Lifestyle,Desktop,UK,290.4919183843836
vid_4771,2024-12-25 10:50:40.993199,10003,233.0,125.0,41279.33952342135,13.650482833908269,837505,Entertainment,Tablet,DE,252.8855525793213
vid_181,2025-02-10 10:50:40.993199,10011,1954.0,,58734.69029320298,19.221534385852507,268728,Entertainment,Desktop,US,364.1646109802318
vid_999,2024-09-15 10:50:40.993199,9860,1541.0,472.0,35614.864713635376,26.618876409269383,962885,Lifestyle,Tablet,CA,253.8801658243102
vid_4098,2024-12-07 10:50:40.993199,10028,426.0,67.0,54224.783525015286,24.31619590838255,136321,Entertainment,Mobile,AU,316.3678625932614
vid_2697,2024-07-17 10:50:40.993199,9995,,317.0,45564.4930236297,27.20886187596272,981277,Tech,Mobile,CA,294.2555712307437
vid_2969,2025-02-16 10:50:40.993199,10126,950.0,325.0,30784.51414085819,5.237616928962738,608392,Education,Desktop,DE,219.8090042600255
vid_2776,2025-05-07 10:50:40.993199,9946,1386.0,479.0,19254.549624320876,16.026930755331946,243139,Education,TV,CA,174.65324227371434
vid_236,2025-01-08 10:50:40.993199,9818,1373.0,144.0,21037.96408952267,17.961705462936898,893526,Entertainment,Tablet,IN,176.4130844956158
vid_4906,2024-12-15 10:50:40.993199,10012,610.0,215.0,58846.563965807705,9.307733291275072,948063,Gaming,TV,AU,343.7802460552962
vid_4050,2024-07-29 10:50:40.993199,10030,1352.0,280.0,40571.5508112688,9.06978049318454,14665,Tech,Mobile,IN,271.5860248739429
vid_1479,2025-06-01 10:50:40.993199,10023,1824.0,434.0,38811.08632637188,12.64861066381275,314070,Entertainment,Desktop,AU,274.0090620313174
vid_146,2024-06-28 10:50:40.993199,9970,1604.0,230.0,52651.56539806783,11.902411416247531,707049,Gaming,Desktop,AU,331.69690623013463
vid_892,2025-01-18 10:50:40.993199,10080,1308.0,497.0,24925.64051773264,20.29567766863844,363340,Education,TV,DE,201.05675415907675
vid_3578,2025-02-22 10:50:40.993199,9999,482.0,60.0,55090.509384590594,20.45832575388989,458513,Tech,Desktop,US,321.1404369111287
vid_3157,2025-05-09 10:50:40.993199,10042,1288.0,189.0,26506.84032220344,22.19110081791364,633211,Tech,Mobile,DE,202.6759305664732
vid_1040,2025-02-17 10:50:40.993199,9925,281.0,171.0,32755.9786087206,29.6980582718818,971910,Entertainment,Tablet,US,213.91106389932168
vid_4975,2024-07-25 10:50:40.993199,9855,1218.0,205.0,38960.25667833174,14.311864404770857,973591,Entertainment,Desktop,UK,259.48554578558924
vid_2234,2024-09-27 10:50:40.993199,9932,1166.0,380.0,26233.094313231493,24.050172884108257,974361,Lifestyle,Mobile,AU,201.9981293151576
vid_4571,2024-11-07 10:50:40.993199,10124,877.0,390.0,15865.57647331107,5.3216018960273,786085,Tech,Desktop,AU,149.32522072593255
vid_4419,2025-06-08 10:50:40.993199,9932,1638.0,460.0,25267.69539372952,2.111596849404036,602503,Gaming,TV,DE,206.93414012951536
vid_1703,2025-03-19 10:50:40.993199,10070,,319.0,49944.48622158341,13.8244475747423,956375,Lifestyle,Tablet,IN,312.1506994449655
vid_917,2024-11-07 10:50:40.993199,10142,243.0,210.0,24224.22501451992,5.198534096259494,679323,Tech,TV,US,174.83564981256475
vid_434,2025-03-24 10:50:40.993199,10012,770.0,81.0,39216.643964971976,13.416044789613272,126136,Music,Tablet,AU,251.6811589907163
vid_3482,2025-02-22 10:50:40.993199,9940,1358.0,325.0,58851.68132133044,9.08748591756257,847157,Music,Mobile,IN,358.1759719787573
vid_4704,2024-11-26 10:50:40.993199,9895,1123.0,219.0,26101.41929460892,7.54407458461116,332859,Entertainment,Desktop,CA,197.67833833224503
vid_3141,2024-11-01 10:50:40.993199,10093,390.0,458.0,18382.22702107141,14.788508885174211,133899,Tech,Mobile,CA,153.82703673137075
vid_2425,2025-04-14 10:50:40.993199,9936,1169.0,191.0,31562.41682547363,4.557683532068603,51683,Music,Desktop,IN,223.9474044910436
vid_1592,2025-02-17 10:50:40.993199,10038,1156.0,113.0,20226.0023993162,4.6615797995743415,961491,Tech,Tablet,AU,169.46888523483562
vid_2741,2025-02-01 10:50:40.993199,10175,1729.0,245.0,17001.24887222872,10.119143305153536,351372,Education,Tablet,AU,167.09657688521946
vid_2110,2025-03-23 10:50:40.993199,10140,946.0,498.0,54918.5643420879,27.095760246768627,426524,Education,Tablet,IN,336.5674530574933
vid_864,2025-01-02 10:50:40.993199,9929,570.0,185.0,24993.60887105997,14.534172180728472,632595,Lifestyle,Desktop,AU,182.54370413233107
vid_2094,2024-07-04 10:50:40.993199,10048,1434.0,423.0,28165.37929672699,6.327089068890478,154654,Lifestyle,Tablet,CA,217.05762796626365
vid_441,2024-09-18 10:50:40.993199,10059,1047.0,315.0,47483.41165591795,24.183888793094848,591625,Gaming,Mobile,IN,299.68275571489494
vid_3534,2024-08-14 10:50:40.993199,9961,1165.0,302.0,23916.55291761693,12.799773589907783,572363,Lifestyle,Desktop,IN,189.87001281991564
vid_668,2025-05-28 10:50:40.993199,10161,1521.0,,48240.1373672413,6.449113772791897,83121,Lifestyle,Desktop,CA,314.60985811297223
vid_3848,2025-01-17 10:50:40.993199,9939,1629.0,411.0,56194.330323368406,2.260759485895632,745448,Music,TV,IN,351.7784702617718
vid_4094,2025-05-05 10:50:40.993199,10116,1163.0,460.0,58151.2730547335,19.46164396789612,710358,Entertainment,Desktop,AU,354.75966025132595
vid_3665,2024-10-22 10:50:40.993199,9996,484.0,450.0,54741.29771582138,17.437696273099323,464605,Lifestyle,Tablet,AU,326.2158769583864
vid_332,2025-01-26 10:50:40.993199,9961,714.0,115.0,45425.20789903776,19.67170665112596,647849,Tech,Tablet,IN,280.30780337972874
vid_2682,2025-02-14 10:50:40.993199,10069,1482.0,396.0,33083.00538186187,13.77877605848635,884738,Education,Mobile,AU,240.71230425341096
vid_879,2024-09-07 10:50:40.993199,9982,1104.0,151.0,25164.171931658584,15.826052089478242,120102,Gaming,TV,US,192.21765674343516
vid_1190,2024-10-29 10:50:40.993199,9945,1173.0,80.0,36551.62571409295,26.876679595656856,827723,Gaming,TV,DE,245.67705464955816
vid_4133,2025-05-07 10:50:40.993199,9968,1180.0,267.0,43333.73999107781,13.225024233001063,966025,Lifestyle,TV,UK,281.10575977318973
vid_4433,2024-10-27 10:50:40.993199,10100,654.0,395.0,58098.83591011263,12.507482029706892,390552,Education,Tablet,US,344.5635369581956
vid_2828,2024-09-06 10:50:40.993199,9886,1779.0,76.0,54524.169803404206,7.642005911517052,725079,Music,TV,UK,340.4486278959138
vid_2220,2025-04-30 10:50:40.993199,10055,492.0,218.0,56010.02244204308,22.31829706426594,905976,Entertainment,Mobile,AU,328.65477122258494
vid_3154,2024-08-11 10:50:40.993199,9979,1259.0,83.0,59844.90214492445,4.089049273978665,529535,Education,Tablet,CA,357.2008651855581
vid_1107,2025-04-16 10:50:40.993199,9955,739.0,266.0,48053.41186370126,12.571347770311576,415505,Tech,Desktop,IN,295.6922763885746
vid_1554,2024-11-02 10:50:40.993199,9848,451.0,115.0,17317.699995864572,24.323238064770383,574605,Lifestyle,Mobile,IN,142.68490645136512
vid_3321,2024-11-09 10:50:40.993199,10101,853.0,76.0,42166.67079458874,13.831455809722614,196758,Music,Mobile,UK,267.3935041918635
vid_3726,2025-06-03 10:50:40.993199,10053,1056.0,280.0,18401.03984924635,5.598658300727843,260653,Tech,Tablet,CA,162.09474267826022
vid_3042,2025-04-10 10:50:40.993199,10105,1500.0,119.0,23682.898865106145,24.94498343141121,644481,Education,Tablet,UK,192.13121659716188
vid_2322,2024-10-23 10:50:40.993199,9859,517.0,51.0,56964.74372725997,6.141601946426082,947894,Gaming,Tablet,UK,329.6939977264985
vid_4805,2025-04-24 10:50:40.993199,10054,1970.0,296.0,58034.04405070542,18.32388640276177,196910,Gaming,Tablet,DE,364.9354030850242
vid_763,2024-08-11 10:50:40.993199,10015,281.0,236.0,,23.913803256334525,175309,Entertainment,Mobile,US,268.4785951530774
vid_3703,2025-01-02 10:50:40.993199,9954,894.0,427.0,30871.81054733558,12.895098803604164,547514,Music,Desktop,US,220.1149968875993
vid_715,2025-05-18 10:50:40.993199,9772,1521.0,469.0,16903.203154738847,24.80004760330049,192681,Lifestyle,Mobile,DE,164.80954609822112
vid_1364,2024-10-30 10:50:40.993199,10035,1846.0,,55584.15823436181,18.894814842480727,358835,Tech,TV,UK,347.40825704255406
vid_1639,2024-06-13 10:50:40.993199,9960,1496.0,341.0,20722.80243131673,3.067920851137356,451300,Music,TV,DE,181.16707215663712
vid_242,2025-01-07 10:50:40.993199,10023,829.0,379.0,37809.19589826553,10.785009721309812,371190,Music,Mobile,US,251.2388939550347
vid_1249,2025-06-07 10:50:40.993199,10083,1110.0,258.0,28693.262219914548,21.87989313642242,456293,Lifestyle,Mobile,AU,211.3240993274177
vid_1066,2024-11-13 10:50:40.993199,9909,566.0,435.0,28319.280616305205,3.177967679957636,185356,Lifestyle,Tablet,IN,202.3465830358612
vid_1779,2025-02-03 10:50:40.993199,9944,1679.0,453.0,32548.463677215423,8.009292610539786,533286,Entertainment,TV,UK,241.9064766683964
vid_3871,2024-08-21 10:50:40.993199,9910,1307.0,432.0,50467.034602504034,15.331213844065038,668303,Music,TV,IN,319.4524358026897
vid_3066,2025-01-05 10:50:40.993199,9925,1483.0,411.0,31319.85410781273,7.757838662712024,512498,Music,Tablet,AU,231.92456570465143
vid_809,2024-11-16 10:50:40.993199,9823,809.0,438.0,24226.50363204569,28.436839564980225,582232,Tech,Desktop,UK,186.83103477981925
vid_1280,2024-11-07 10:50:40.993199,9882,762.0,,20647.036105349907,27.012643518616287,673234,Lifestyle,TV,CA,169.43792769126568
vid_197,2025-04-19 10:50:40.993199,10102,,364.0,29689.96455182748,11.186148018994984,264699,Education,Desktop,IN,209.55651692488104
vid_4293,2024-08-26 10:50:40.993199,9940,1478.0,406.0,51798.884988443984,4.1119749326669,786867,Lifestyle,TV,AU,328.3799698397314
vid_1628,2024-06-14 10:50:40.993199,9945,1163.0,281.0,29060.595783468696,14.842238999591205,389452,Lifestyle,Tablet,UK,213.6431110552476
vid_3133,2024-08-11 10:50:40.993199,9985,664.0,284.0,43759.415992250106,20.673427437737992,176234,Entertainment,Desktop,US,274.6247123564148
vid_4064,2025-05-17 10:50:40.993199,10137,,206.0,22183.89094377604,15.422984756464407,258792,Tech,Mobile,CA,182.4464717742621
vid_854,2025-02-12 10:50:40.993199,9984,1679.0,491.0,17746.12739260557,29.308312065021813,369760,Gaming,Desktop,CA,172.98186922701112
vid_3812,2025-04-19 10:50:40.993199,10021,1564.0,255.0,26177.63596254684,15.16818775290704,602923,Entertainment,Mobile,AU,206.89254109729373
vid_3593,2024-12-14 10:50:40.993199,10008,1563.0,220.0,54549.78669844413,6.456792031589519,986080,Education,Desktop,AU,339.9675782460069
vid_3645,2024-11-04 10:50:40.993199,9772,1869.0,472.0,25890.224032816423,10.387373807675583,490263,Entertainment,Desktop,US,213.21193733220244
vid_4267,2025-04-04 10:50:40.993199,10060,1266.0,171.0,59180.5445709357,22.257222058108617,893161,Tech,Tablet,CA,356.12356800222625
vid_2818,2025-01-05 10:50:40.993199,9973,996.0,223.0,19369.063035154555,18.83457440060356,73432,Education,TV,DE,164.23077086614873
vid_4994,2024-08-04 10:50:40.993199,9879,1368.0,113.0,52500.90576799042,27.23540630450385,71664,Education,Mobile,DE,324.44533490417285
vid_3996,2025-02-18 10:50:40.993199,9972,1939.0,93.0,33741.94463294183,14.990883067466331,157358,Lifestyle,Desktop,AU,245.96034099225503
vid_2140,2024-08-10 10:50:40.993199,10117,306.0,,25098.938420643488,9.07591086642831,612975,Education,Desktop,CA,182.9198473945504
vid_3624,2025-03-22 10:50:40.993199,9996,1752.0,270.0,21069.71332563092,29.883521561999896,956795,Tech,Mobile,DE,186.1698302683749
vid_3628,2024-11-26 10:50:40.993199,10161,1163.0,180.0,16487.818189876743,5.95719721633251,379863,Gaming,Tablet,UK,153.75782481599444
vid_3085,2024-08-24 10:50:40.993199,9850,883.0,129.0,23263.23383326864,11.145193591895053,937315,Tech,Mobile,UK,178.39131776797734
vid_3441,2024-08-24 10:50:40.993199,9941,1473.0,244.0,48271.37454288784,16.80648304730169,81376,Music,Mobile,CA,308.88431854564834
vid_1915,2024-11-18 10:50:40.993199,10018,524.0,241.0,57231.06469034818,11.701620210749574,591277,Education,Tablet,UK,335.163938302055
vid_1061,2024-07-03 10:50:40.993199,9844,661.0,312.0,15716.19914521318,19.65321616899592,616611,Entertainment,Tablet,UK,142.10898436128628
vid_1657,2025-04-19 10:50:40.993199,10036,776.0,447.0,39660.5582004946,11.73985087938975,434333,Entertainment,Desktop,CA,260.2927529777981
vid_2603,2025-02-08 10:50:40.993199,9937,1864.0,152.0,53086.06882742232,19.39174980709621,698273,Tech,Mobile,IN,336.70154329773203
vid_1201,2024-06-14 10:50:40.993199,9926,1727.0,210.0,31812.115085454283,7.730556760296883,937444,Gaming,Desktop,UK,234.98961418880225
vid_2373,2025-02-23 10:50:40.993199,10085,1249.0,134.0,,16.8109890169907,259524,Gaming,Mobile,US,172.7552560712998
vid_1944,2025-02-10 10:50:40.993199,10087,1354.0,165.0,20340.93014010552,21.932267339320564,248437,Tech,Desktop,AU,174.562863500631
vid_2896,2024-07-24 10:50:40.993199,9879,1794.0,279.0,25803.312743577117,19.170649241748748,373009,Education,Mobile,CA,208.75349259799316
vid_1440,2024-10-07 10:50:40.993199,10046,937.0,131.0,40926.74793173281,13.511478848492152,641002,Gaming,Mobile,AU,263.6503139674473
vid_1554,2024-07-10 10:50:40.993199,10025,755.0,83.0,46199.67697796514,23.619423576055585,851162,Education,TV,DE,284.4472168092145
vid_1852,2025-05-15 10:50:40.993199,10099,2000.0,441.0,49426.02362999258,5.765099821986112,225360,Lifestyle,TV,US,327.5948380214435
vid_1263,2024-09-14 10:50:40.993199,10007,1541.0,412.0,53002.03587188142,16.6083894498371,806470,Lifestyle,TV,CA,335.5872912481999
vid_1753,2025-05-20 10:50:40.993199,9976,1868.0,217.0,17088.174501135407,14.588802216801612,963598,Entertainment,Mobile,US,168.3773187559075
vid_3067,2024-08-20 10:50:40.993199,9972,1893.0,186.0,58659.55329178367,8.577717830490206,856329,Music,TV,UK,364.2431016129048
vid_4179,2024-08-28 10:50:40.993199,9911,1279.0,372.0,25489.98745601249,4.058605559260315,994050,Tech,Mobile,US,200.18997926036437
vid_1456,2024-12-03 10:50:40.993199,9946,271.0,426.0,37860.87965519063,10.284309127878116,283455,Gaming,TV,UK,242.2986215868534
vid_1662,2024-07-17 10:50:40.993199,9935,473.0,411.0,32299.04456278133,21.84803896171035,748276,Music,Mobile,US,219.23387215699623
vid_1006,2024-11-15 10:50:40.993199,10068,304.0,412.0,44174.02230049152,24.52664164374644,526775,Lifestyle,TV,DE,273.02438547911
vid_3146,2025-02-13 10:50:40.993199,10100,365.0,445.0,57010.36785702767,9.495423374764552,68671,Tech,Desktop,AU,335.3241382885146
vid_4260,2024-10-20 10:50:40.993199,10080,1029.0,166.0,,26.561581690515567,438461,Music,Desktop,US,336.79537220260283
